cycle2> end of cycle      282 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      283 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      284 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      285 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      286 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      287 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      288 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      289 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      290 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      291 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      292 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      293 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      294 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      295 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      296 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      297 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      298 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      299 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      300 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      301 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      302 new min=       0 new ts=       0 total min=     400 total ts=    2405
cycle2> end of cycle      303 new min=       0 new ts=       1 total min=     400 total ts=    2406
cycle2> end of cycle      304 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      305 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      306 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      307 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      308 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      309 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      310 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      311 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      312 new min=       0 new ts=       0 total min=     400 total ts=    2406
cycle2> end of cycle      313 new min=       0 new ts=       1 total min=     400 total ts=    2407
cycle2> end of cycle      314 new min=       0 new ts=       0 total min=     400 total ts=    2407
cycle2> end of cycle      315 new min=       0 new ts=       1 total min=     400 total ts=    2408
cycle2> end of cycle      316 new min=       0 new ts=       0 total min=     400 total ts=    2408
cycle2> end of cycle      317 new min=       0 new ts=       1 total min=     400 total ts=    2409
cycle2> end of cycle      318 new min=       0 new ts=       1 total min=     400 total ts=    2410
cycle2> end of cycle      319 new min=       0 new ts=       0 total min=     400 total ts=    2410
cycle2> end of cycle      320 new min=       0 new ts=       1 total min=     400 total ts=    2411
cycle2> end of cycle      321 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      322 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      323 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      324 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      325 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      326 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      327 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      328 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      329 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      330 new min=       0 new ts=       0 total min=     400 total ts=    2411
cycle2> end of cycle      331 new min=       0 new ts=       1 total min=     400 total ts=    2412
cycle2> end of cycle      332 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      333 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      334 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      335 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      336 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      337 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      338 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      339 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      340 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      341 new min=       0 new ts=       0 total min=     400 total ts=    2412
cycle2> end of cycle      342 new min=       0 new ts=       1 total min=     400 total ts=    2413
cycle2> end of cycle      343 new min=       0 new ts=       1 total min=     400 total ts=    2414
cycle2> end of cycle      344 new min=       0 new ts=       0 total min=     400 total ts=    2414
cycle2> end of cycle      345 new min=       0 new ts=       0 total min=     400 total ts=    2414
cycle2> end of cycle      346 new min=       0 new ts=       0 total min=     400 total ts=    2414
