17.3007571588	1
17.3007571588	10

17.570245626	1
17.570245626	10

17.5845544877	1
17.5845544877	10

17.6176007262	1
17.6176007262	10

17.874289121	1
17.874289121	10

17.975534637	1
17.975534637	10

18.1421946772	1
18.1421946772	10

18.2010165826	1
18.2010165826	10

18.2085701303	1
18.2085701303	10

18.2284294101	1
18.2284294101	10

18.4252851519	1
18.4252851519	10

18.4612037275	1
18.4612037275	10

18.618547798	1
18.618547798	10

18.7028349012	1
18.7028349012	10

18.7536438254	1
18.7536438254	10

19.0206133731	1
19.0206133731	10

19.1350582458	1
19.1350582458	10

19.1553200876	1
19.1553200876	10

19.1607273128	1
19.1607273128	10

19.21618175	1
19.21618175	10

19.2431024221	1
19.2431024221	10

19.3100289162	1
19.3100289162	10

19.362181389	1
19.362181389	10

19.4129171095	1
19.4129171095	10

19.4365367041	1
19.4365367041	10

19.4578113983	1
19.4578113983	10

19.495799977	1
19.495799977	10

19.4976048585	1
19.4976048585	10

19.5588887533	1
19.5588887533	10

19.6171615412	1
19.6171615412	10

19.7916732818	1
19.7916732818	10

19.807396554	1
19.807396554	10

19.8596772578	1
19.8596772578	10

19.8654336818	1
19.8654336818	10

19.947234565	1
19.947234565	10

19.9579295127	1
19.9579295127	10

19.9694904621	1
19.9694904621	10

20.0516618915	1
20.0516618915	10

20.3082677728	1
20.3082677728	10

20.417922281	1
20.417922281	10

20.4363055365	1
20.4363055365	10

20.4816819432	1
20.4816819432	10

20.5018893166	1
20.5018893166	10

20.600858243	1
20.600858243	10

20.6597188251	1
20.6597188251	10

20.675584121	1
20.675584121	10

20.7258433628	1
20.7258433628	10

20.8027679543	1
20.8027679543	10

20.8384948412	1
20.8384948412	10

20.9426074419	1
20.9426074419	10

20.9938374389	1
20.9938374389	10

21.0264201043	1
21.0264201043	10

21.135003335	1
21.135003335	10

21.3425382383	1
21.3425382383	10

21.3817613253	1
21.3817613253	10

21.4403989907	1
21.4403989907	10

21.6408840882	1
21.6408840882	10

21.6908382163	1
21.6908382163	10

21.6984403214	1
21.6984403214	10

21.7023708334	1
21.7023708334	10

21.7150369942	1
21.7150369942	10

21.8006107813	1
21.8006107813	10

21.9246394064	1
21.9246394064	10

22.1775065418	1
22.1775065418	10

22.2080298571	1
22.2080298571	10

22.2910143096	1
22.2910143096	10

22.3033436831	1
22.3033436831	10

22.5365956678	1
22.5365956678	10

22.5963943575	1
22.5963943575	10

22.7954848511	1
22.7954848511	10

22.9892838252	1
22.9892838252	10

23.0557125431	1
23.0557125431	10

23.1832329582	1
23.1832329582	10

23.2855416031	1
23.2855416031	10

23.3620252577	1
23.3620252577	10

23.3672357487	1
23.3672357487	10

23.4643630366	1
23.4643630366	10

23.4801236952	1
23.4801236952	10

23.51624351	1
23.51624351	10

23.6237162346	1
23.6237162346	10

23.6869090637	1
23.6869090637	10

23.7671900736	1
23.7671900736	10

23.8163264982	1
23.8163264982	10

23.849784792	1
23.849784792	10

23.8724248035	1
23.8724248035	10

23.9512226776	1
23.9512226776	10

24.0657736996	1
24.0657736996	10

24.0866112284	1
24.0866112284	10

24.315548932	1
24.315548932	10

24.355942062	1
24.355942062	10

24.3812780216	1
24.3812780216	10

24.5903849989	1
24.5903849989	10

24.6638548039	1
24.6638548039	10

24.7285689335	1
24.7285689335	10

24.8520998902	1
24.8520998902	10

25.0410252132	1
25.0410252132	10

25.2086382112	1
25.2086382112	10

25.3311549254	1
25.3311549254	10

25.3989103225	1
25.3989103225	10

25.7583149155	1
25.7583149155	10

26.0767483283	1
26.0767483283	10

26.1797672459	1
26.1797672459	10

26.1805299024	1
26.1805299024	10

26.8975334355	1
26.8975334355	10

27.1269270966	1
27.1269270966	10

27.345158437	1
27.345158437	10

27.8089315016	1
27.8089315016	10

28.4543215091	1
28.4543215091	10

28.4877390926	1
28.4877390926	10

28.8232150583	1
28.8232150583	10

28.9011471126	1
28.9011471126	10

29.0906795021	1
29.0906795021	10

29.4281486972	1
29.4281486972	10

30.1386619678	1
30.1386619678	10

30.2317092666	1
30.2317092666	10

30.3005383694	1
30.3005383694	10

30.4162762999	1
30.4162762999	10

30.7310336101	1
30.7310336101	10

30.7670903988	1
30.7670903988	10

30.8614518691	1
30.8614518691	10

31.2910605981	1
31.2910605981	10

31.571581566	1
31.571581566	10

31.7943720118	1
31.7943720118	10

32.432380007	1
32.432380007	10

32.8370744613	1
32.8370744613	10

33.3347011529	1
33.3347011529	10

35.3129082377	1
35.3129082377	10

35.7823820581	1
35.7823820581	10

35.9964768776	1
35.9964768776	10

37.9159628059	1
37.9159628059	10

51.9536030585	1
51.9536030585	10

