0	1
0	10

1.787934117	1
1.787934117	10

2.0324471349	1
2.0324471349	10

2.0758942063	1
2.0758942063	10

2.1880985145	1
2.1880985145	10

2.3529816526	1
2.3529816526	10

2.5120943424	1
2.5120943424	10

2.6546706186	1
2.6546706186	10

2.7158092279	1
2.7158092279	10

2.8933512118	1
2.8933512118	10

3.1782656993	1
3.1782656993	10

3.1949718057	1
3.1949718057	10

3.2266558522	1
3.2266558522	10

3.3624430655	1
3.3624430655	10

3.3799336211	1
3.3799336211	10

3.4081027845	1
3.4081027845	10

3.4435012609	1
3.4435012609	10

3.4610356665	1
3.4610356665	10

3.4757804095	1
3.4757804095	10

3.4867233315	1
3.4867233315	10

3.4958530852	1
3.4958530852	10

3.5405201072	1
3.5405201072	10

3.7998186757	1
3.7998186757	10

3.8490599038	1
3.8490599038	10

3.9069375473	1
3.9069375473	10

3.9652912184	1
3.9652912184	10

4.0053604312	1
4.0053604312	10

4.1199960779	1
4.1199960779	10

4.1565813676	1
4.1565813676	10

4.2944757202	1
4.2944757202	10

4.4354690382	1
4.4354690382	10

4.4684772281	1
4.4684772281	10

4.4994735705	1
4.4994735705	10

4.6281320765	1
4.6281320765	10

4.7201153958	1
4.7201153958	10

4.7416367431	1
4.7416367431	10

4.7890625383	1
4.7890625383	10

4.814674498	1
4.814674498	10

4.815483336	1
4.815483336	10

4.8295866226	1
4.8295866226	10

5.0077434221	1
5.0077434221	10

5.0165314782	1
5.0165314782	10

5.0950136882	1
5.0950136882	10

5.1275472711	1
5.1275472711	10

5.1422409475	1
5.1422409475	10

5.188179129	1
5.188179129	10

5.2777322492	1
5.2777322492	10

5.3066798698	1
5.3066798698	10

5.3370492549	1
5.3370492549	10

5.3979800467	1
5.3979800467	10

5.4125477055	1
5.4125477055	10

5.4200980675	1
5.4200980675	10

5.4626139921	1
5.4626139921	10

5.4969438589	1
5.4969438589	10

5.5248480032	1
5.5248480032	10

5.6313678069	1
5.6313678069	10

5.6548600917	1
5.6548600917	10

5.6559444783	1
5.6559444783	10

5.6870263886	1
5.6870263886	10

5.7419717252	1
5.7419717252	10

5.7420028533	1
5.7420028533	10

5.7900449945	1
5.7900449945	10

5.8030255699	1
5.8030255699	10

5.8287413264	1
5.8287413264	10

5.84059015	1
5.84059015	10

5.9403896905	1
5.9403896905	10

5.9414760598	1
5.9414760598	10

5.9662783528	1
5.9662783528	10

5.972915655	1
5.972915655	10

6.0132662726	1
6.0132662726	10

6.047862628	1
6.047862628	10

6.0512879715	1
6.0512879715	10

6.1204295998	1
6.1204295998	10

6.1761446597	1
6.1761446597	10

6.2010457398	1
6.2010457398	10

6.2038238864	1
6.2038238864	10

6.2249517898	1
6.2249517898	10

6.2822456762	1
6.2822456762	10

6.2857795322	1
6.2857795322	10

6.3957482147	1
6.3957482147	10

6.4222867682	1
6.4222867682	10

6.4610898794	1
6.4610898794	10

6.5496683363	1
6.5496683363	10

6.5606771685	1
6.5606771685	10

6.6367867588	1
6.6367867588	10

6.6979907127	1
6.6979907127	10

6.8515478415	1
6.8515478415	10

6.8551604648	1
6.8551604648	10

6.8737068407	1
6.8737068407	10

6.8917706267	1
6.8917706267	10

7.0334307145	1
7.0334307145	10

7.1343223061	1
7.1343223061	10

7.1990394993	1
7.1990394993	10

7.2226395901	1
7.2226395901	10

7.253558972	1
7.253558972	10

7.2668618472	1
7.2668618472	10

7.2973021454	1
7.2973021454	10

7.3096975998	1
7.3096975998	10

7.3442497312	1
7.3442497312	10

7.4204713382	1
7.4204713382	10

7.5085108269	1
7.5085108269	10

7.572487822	1
7.572487822	10

7.6120423754	1
7.6120423754	10

7.6372214092	1
7.6372214092	10

7.6430047827	1
7.6430047827	10

7.6757875069	1
7.6757875069	10

7.7808710489	1
7.7808710489	10

7.8931233053	1
7.8931233053	10

7.9003105353	1
7.9003105353	10

7.9158910087	1
7.9158910087	10

8.0074038613	1
8.0074038613	10

8.0591702857	1
8.0591702857	10

8.1465564754	1
8.1465564754	10

8.3481252587	1
8.3481252587	10

8.4056596982	1
8.4056596982	10

8.4526401268	1
8.4526401268	10

8.5278573108	1
8.5278573108	10

8.6129912683	1
8.6129912683	10

8.7192175668	1
8.7192175668	10

8.7424813342	1
8.7424813342	10

8.7608397006	1
8.7608397006	10

8.8863778241	1
8.8863778241	10

8.9559691034	1
8.9559691034	10

8.9959469648	1
8.9959469648	10

9.0028397124	1
9.0028397124	10

9.1003381688	1
9.1003381688	10

9.1172348111	1
9.1172348111	10

9.123680451	1
9.123680451	10

9.2215904499	1
9.2215904499	10

9.2602983968	1
9.2602983968	10

9.3535208382	1
9.3535208382	10

9.4888704359	1
9.4888704359	10

9.4971582064	1
9.4971582064	10

9.5536452363	1
9.5536452363	10

9.5980671524	1
9.5980671524	10

9.680884257	1
9.680884257	10

9.6880276132	1
9.6880276132	10

9.6954442492	1
9.6954442492	10

9.7914490904	1
9.7914490904	10

9.795965742	1
9.795965742	10

9.7966045176	1
9.7966045176	10

9.8371125461	1
9.8371125461	10

9.8655228428	1
9.8655228428	10

9.8713648671	1
9.8713648671	10

9.908121419	1
9.908121419	10

10.0314755661	1
10.0314755661	10

10.0368006519	1
10.0368006519	10

10.0868905477	1
10.0868905477	10

10.1020877211	1
10.1020877211	10

10.1160376784	1
10.1160376784	10

10.2005625594	1
10.2005625594	10

10.331809324	1
10.331809324	10

10.3721039939	1
10.3721039939	10

10.428902535	1
10.428902535	10

10.4742813282	1
10.4742813282	10

10.5437299423	1
10.5437299423	10

10.6509540419	1
10.6509540419	10

10.7142179648	1
10.7142179648	10

10.7383113582	1
10.7383113582	10

10.7414190854	1
10.7414190854	10

10.7697005741	1
10.7697005741	10

10.8381243603	1
10.8381243603	10

10.845085859	1
10.845085859	10

10.8872254042	1
10.8872254042	10

10.9376004748	1
10.9376004748	10

10.9473716175	1
10.9473716175	10

11.2567260184	1
11.2567260184	10

11.3670148155	1
11.3670148155	10

11.4517040486	1
11.4517040486	10

11.4668352161	1
11.4668352161	10

11.5354359645	1
11.5354359645	10

11.5859879496	1
11.5859879496	10

11.6180494381	1
11.6180494381	10

11.6233042963	1
11.6233042963	10

11.6381276825	1
11.6381276825	10

11.6616308416	1
11.6616308416	10

11.695231815	1
11.695231815	10

11.7067717205	1
11.7067717205	10

11.7745789021	1
11.7745789021	10

11.8975471733	1
11.8975471733	10

11.8999039794	1
11.8999039794	10

11.9331786547	1
11.9331786547	10

11.9600723172	1
11.9600723172	10

11.9993194534	1
11.9993194534	10

12.0102003866	1
12.0102003866	10

12.0422490352	1
12.0422490352	10

12.0731399694	1
12.0731399694	10

12.099936201	1
12.099936201	10

12.1277790517	1
12.1277790517	10

12.191949747	1
12.191949747	10

12.2094395016	1
12.2094395016	10

12.3058578251	1
12.3058578251	10

12.3105506907	1
12.3105506907	10

12.3423347295	1
12.3423347295	10

12.4201263762	1
12.4201263762	10

12.538837266	1
12.538837266	10

12.5602515748	1
12.5602515748	10

12.5991821656	1
12.5991821656	10

12.6219778723	1
12.6219778723	10

12.6304606699	1
12.6304606699	10

12.6341159681	1
12.6341159681	10

12.6568372932	1
12.6568372932	10

12.6645314754	1
12.6645314754	10

12.6740906853	1
12.6740906853	10

12.6870281138	1
12.6870281138	10

12.7199185703	1
12.7199185703	10

12.7442503357	1
12.7442503357	10

12.7765894281	1
12.7765894281	10

12.789101313	1
12.789101313	10

12.8177880242	1
12.8177880242	10

12.8587616417	1
12.8587616417	10

13.0056237193	1
13.0056237193	10

13.0614819235	1
13.0614819235	10

13.0629503766	1
13.0629503766	10

13.1179117261	1
13.1179117261	10

13.1927020044	1
13.1927020044	10

13.2073028875	1
13.2073028875	10

13.2410023726	1
13.2410023726	10

13.2837008299	1
13.2837008299	10

13.3782854648	1
13.3782854648	10

13.8409842773	1
13.8409842773	10

13.9779621164	1
13.9779621164	10

14.0279353532	1
14.0279353532	10

14.0684732073	1
14.0684732073	10

14.1476475697	1
14.1476475697	10

14.1590953448	1
14.1590953448	10

14.2023578272	1
14.2023578272	10

14.4204441887	1
14.4204441887	10

14.5271145787	1
14.5271145787	10

14.5402758765	1
14.5402758765	10

14.6181814811	1
14.6181814811	10

14.634610131	1
14.634610131	10

14.6717455434	1
14.6717455434	10

14.8008683239	1
14.8008683239	10

15.0376572669	1
15.0376572669	10

15.1101824753	1
15.1101824753	10

15.2161454328	1
15.2161454328	10

15.2618463191	1
15.2618463191	10

15.3293594065	1
15.3293594065	10

15.3911289763	1
15.3911289763	10

15.4401852576	1
15.4401852576	10

15.4466737425	1
15.4466737425	10

15.4967792986	1
15.4967792986	10

15.5275034381	1
15.5275034381	10

15.5636483561	1
15.5636483561	10

15.6448493755	1
15.6448493755	10

15.6687064017	1
15.6687064017	10

15.6807012859	1
15.6807012859	10

15.7048298598	1
15.7048298598	10

15.9052347836	1
15.9052347836	10

15.9194951093	1
15.9194951093	10

15.9454794019	1
15.9454794019	10

15.9497101572	1
15.9497101572	10

15.9844641291	1
15.9844641291	10

16.0083805769	1
16.0083805769	10

16.0129564135	1
16.0129564135	10

16.0654812744	1
16.0654812744	10

16.0936954244	1
16.0936954244	10

16.4687884396	1
16.4687884396	10

16.4988517442	1
16.4988517442	10

16.5053792499	1
16.5053792499	10

16.6101414193	1
16.6101414193	10

16.6343902978	1
16.6343902978	10

16.6445014501	1
16.6445014501	10

16.7156835896	1
16.7156835896	10

16.7533756387	1
16.7533756387	10

16.8091702968	1
16.8091702968	10

16.8463505269	1
16.8463505269	10

17.0044708936	1
17.0044708936	10

17.1742255285	1
17.1742255285	10

17.2379266598	1
17.2379266598	10

17.2467567481	1
17.2467567481	10

