       14.6034541710        1.0000000000     1      125.6886515734      182.4058848576      250.5936672626
       15.1270492517        1.0000000000     1      121.7981724814      180.5678097323      256.6317308298
       17.9620498250        1.0000000000     1      125.7387942904      178.4993144048      244.4032507715
       15.4098192189        1.0000000000     1      126.0603495008      172.4233961100      247.5021552143
       11.9487835524        1.0000000000     1      117.5232611075      191.5039908488      252.4166714708
       17.3688816199        1.0000000000     1      121.8143017591      180.9688278277      243.2596820948
       18.5094607209        1.0000000000     1      125.1497135753      176.2932693528      247.8791802224
       17.8902596122        1.0000000000     1      119.8506270521      179.3401898681      241.9223253776
       13.7367176694        1.0000000000     1      127.7105767505      178.3250086425      238.4323710124
       17.9150619052        1.0000000000     1      130.0945866718      168.7848524859      245.8374199021
       16.1053649200        1.0000000000     1      139.4205820134      157.2238640838      239.5306981294
       14.3017652050        1.0000000000     1      129.9958767756      177.7987282291      230.4083459729
       18.0000715239        1.0000000000     1      116.1168080901      195.8414756804      249.9014863697
       18.1526074388        1.0000000000     1      114.9130260991      189.9644305312      246.4815084124
       17.7388285469        1.0000000000     1      114.1131125706      193.6227579500      246.4971417834
       15.9140747708        1.0000000000     1      116.5308231543      182.6723223438      244.5797447774
       19.2156453996        1.0000000000     1      119.6587726799      187.4877311002      255.9374529438
       19.2930332836        1.0000000000     1      137.8646911043      164.1987765989      249.9734972928
       20.6680011192        1.0000000000     1      126.6508322175      176.0070363289      264.8920735319
       18.1737353422        1.0000000000     1      119.7408944014      188.9064418632      254.1982804525
       19.0831058585        1.0000000000     1      122.5461117288      180.0070771936      254.8266279891
       15.1437553581        1.0000000000     1      131.6816135607      171.8310926297      239.4387154194
       20.2969088111        1.0000000000     1      127.1021471381      180.0266204784      248.4829550185
       16.2432592726        1.0000000000     1      122.6475329840      174.7822577880      241.4925535935
       18.9822142669        1.0000000000     1      122.8152267673      184.9587591019      260.3064702632
       15.3922848133        1.0000000000     1      132.4828207806      169.9298346792      237.1958178070
       16.5769156289        1.0000000000     1      127.8509328225      178.7530303537      258.4652593952
       16.9653150306        1.0000000000     1      135.9019392999      166.1663310823      229.7367699070
       14.1368820669        1.0000000000     1      127.6011746572      178.1008445713      245.7464341908
       18.2345630846        1.0000000000     1      123.1043274968      178.0310756340      242.2605085988
       15.9541439836        1.0000000000     1      116.4381029235      194.3723887458      254.7287595067
       16.0687796303        1.0000000000     1      129.7598173567      172.2842715146      249.9296861421
       17.2265158016        1.0000000000     1      120.2862324354      183.1835746137      239.3162867819
       20.4766408632        1.0000000000     1      126.6498028636      169.5124623050      209.1687373090
       16.7634580504        1.0000000000     1      129.9723326891      172.2086510525      254.5568970537
       17.6047280307        1.0000000000     1      134.3049668014      168.3666551267      224.8824018024
       16.4172607805        1.0000000000     1      118.7165778932      186.8875624734      235.1728986024
       19.9561874137        1.0000000000     1      126.6346300952      163.3185916938      224.7404120966
       17.6358099410        1.0000000000     1      119.7188947156      187.3169945141      251.5268142298
       17.4736315556        1.0000000000     1      123.1846142248      174.7221033624      226.7068634076
       13.9812306873        1.0000000000     1      115.9455435552      191.4137920707      249.4285994633
       15.4893036596        1.0000000000     1      111.8976658870      199.6278288013      261.0885314070
       21.8143063952        1.0000000000     1      118.6591602399      186.7605782572      226.6907807435
       19.4572943793        1.0000000000     1      122.0750137369      178.2021987057      229.7379347136
       17.3613312579        1.0000000000     1      141.2631704457      155.0870491734      242.3842128828
       20.9047526558        1.0000000000     1      128.2001220093      164.1384269158      226.5023843668
       14.8421347642        1.0000000000     1      124.6073854848      186.3215401572      248.7947830432
       15.4245639619        1.0000000000     1      134.7927860735      169.9879008397      246.5485583902
       15.3568863369        1.0000000000     1      124.6167255851      181.9878951842      249.7434591394
       15.3112266179        1.0000000000     1      142.2962642090      156.3073261393      240.6989655836
       15.7486022281        1.0000000000     1      129.4012188616      164.9958621232      225.2279714463
       17.1369626814        1.0000000000     1      127.3613139760      174.4129627589      221.2192721551
       28.5589249717        1.0000000000     1      113.6557552023      179.5745584708      217.1344486315
       15.4355068839        1.0000000000     1      117.0221638230      191.5240155558      262.2240468936
       15.7978434562        1.0000000000     1      130.7172337454      167.3485309250      232.4752790423
       14.6645927803        1.0000000000     1      116.5770701445      191.5301074867      251.2849743674
       15.8557210997        1.0000000000     1      131.6270102633      171.0424608865      253.2012198419
       18.8224903931        1.0000000000     1      127.5762977272      163.3358816006      226.9029280819
       19.8419068577        1.0000000000     1      128.1664243103      160.1710520125      226.1735574183
       14.4608778948        1.0000000000     1      117.4866483050      181.7289981573      240.0900372921
       16.3842525906        1.0000000000     1      120.4342911556      183.0164083765      233.6176084471
       22.7869079127        1.0000000000     1      117.1983416687      183.9910625516      217.9551997342
       21.7447492944        1.0000000000     1      110.7496408963      184.4996232647      226.0284949385
       16.9565269745        1.0000000000     1      130.6530442624      166.6122374550      228.6195389912
       27.8984937096        1.0000000000     1      128.3429082637      158.7840103102      209.9704133034
       21.0724640034        1.0000000000     1      133.3165905059      168.6816868560      240.8897733292
       15.4446366376        1.0000000000     1      125.2200685618      183.9827000221      261.6805309058
       15.3287171735        1.0000000000     1      120.3173312213      185.7939669643      251.3582495537
       19.5212713744        1.0000000000     1      126.1176978330      171.9725559184      242.7943979497
       18.0692131522        1.0000000000     1      125.4593563288      178.2365777051      254.8713171680
       15.1754394046        1.0000000000     1      129.9310430524      174.9651767334      249.0645839332
       21.0660183635        1.0000000000     1      122.5501579899      186.6186061387      270.9436515079
       14.0246777587        1.0000000000     1      121.1590157969      180.4689048878      232.9843003599
       16.6688989482        1.0000000000     1      125.9292671707      181.5917769190      262.3292732334
       16.7783701750        1.0000000000     1      119.9811224149      184.9208601694      235.1179776122
       17.0763308235        1.0000000000     1      115.5347546389      192.6794584120      243.7478751316
       16.6904202955        1.0000000000     1      118.6274068249      185.7044199972      244.7427892096
       25.9767189056        1.0000000000     1      132.8801046156      164.1203493982      209.1498341384
       17.6907552776        1.0000000000     1      135.8134588700      166.6091297353      235.1113911770
       19.3692548906        1.0000000000     1      142.2248418034      163.0186079397      227.2285578260
