       29.1729161053     5627.8463289686         1         1         2      128.0909486817      174.4814537553      257.3845632101
       31.8871267162     5630.8494368663         1         3         4      124.9294306852      174.3340143948      243.6180053292
       16.3313891355     5634.4814011651         1         4         2      122.7448640931      178.6181398498      255.7271840853
       16.5576508659     5631.8897087537         1         5         1      120.6100274045      188.6277493120      256.9436457926
       58.1545453884     5640.8462239547         1         6         5      128.8960524610      184.6344323255      257.0079845453
       31.9335681805     5628.7188328223         1         7         6      122.0713035332      180.4055928499      252.0829950204
       19.4003223819     5635.1886622516         1         7         8      124.3837294702      175.6847203032      247.6295176304
       16.1115485031     5632.1672789847         1         9         5      121.7517005729      185.9574809812      251.0751243153
       31.4972784805     5627.6050122976         1        10        11      134.7650021844      166.3408497641      250.3796148287
       16.4625365261     5631.6855337513         1         9        11      139.3001248867      160.1924547440      242.4507572448
       18.7249108094     5631.3750357740         1         1        12      123.9150005444      185.8673396563      250.1035518200
       31.4755761884     5628.2219978737         1        11        10      132.6810751820      165.5070374363      247.2779887016
       19.1029968998     5633.0480015465         1        13        12      133.1082425331      172.3938670422      245.3671041109
       21.9216807627     5632.1944250000         1        14        13      117.1705895770      190.5232388445      255.2542407286
       18.9845717730     5633.3000071433         1        14        11      122.5379406454      180.9420533018      244.4026301620
       18.1405828682     5631.3600832664         1        12         9      126.3589565783      180.7050185572      239.5931059486
       61.8787489318     5640.6391644948         1        15         2      134.1652685113      180.5756031175      270.2816288433
       28.9605156601     5628.2268726880         1        16         5      123.0758429293      183.2084328089      260.2603015077
       18.0483853142     5634.2733599005         1        15        16      114.5500265278      190.7910733170      251.2008167918
       32.0213088915     5630.6296690755         1         2        18      117.1682113301      189.5632570746      260.0447321879
       20.7884676436     5632.3630409309         1         6        17      118.3256770449      187.2813431810      257.6267384652
       19.6645826094     5633.1228279306         1        17        18      130.8124755073      175.1913973774      251.6053705073
       20.7256367432     5630.9658946965         1        17        17      123.1395462042      184.9112722646      256.7452112794
       34.0448310351     5629.9737033659         1        15         6      120.2156972614      178.0943051125      237.0017660825
       33.3405456224     5627.8420020348         1         2        19      123.3175842569      182.6883571070      266.7974979352
       25.7655401562     5634.7316688710         1         8        20      113.2026471765      195.5329323154      258.1108655553
       34.9972037040     5630.3146133948         1        20        21      121.0394575659      185.2637835655      254.7420605598
       22.6150984006     5633.9806842772         1        19        21      127.7150517084      176.8360257101      267.4433257020
       20.4621412716     5634.0852803603         1        23        10      129.9792114779      175.0939797450      248.3103640070
       51.9264737874     5641.6107580828         1        12        13      121.5664616338      199.7014743005      275.6592229346
       53.8543595939     5641.5474397369         1        17         1      119.8071835534      203.1778942530      277.6311890802
       21.9583783518     5631.7114416589         1        13        17      119.9548960396      188.2457658011      260.1443631746
       57.9219236326     5640.6641330290         1         5         1      140.5709410404      172.4418284646      264.8117081295
       30.4277865794     5627.3957364285         1         1        24      129.0497364404      177.5934119701      258.8814991765
       19.5931281492     5634.9084750684         1         1        18      138.1930632221      161.4343128594      250.8129084023
       29.3427742980     5624.9124986440         1         1         2      128.2806830857      179.0821778838      260.0514643867
       32.7765919257     5628.6134213912         1        17        25      117.2181802245      191.8737966119      266.6430141982
       19.5926220791     5634.5781337115         1        25        20      125.1166657609      182.9096431093      260.7860655944
       29.4742429630     5629.0007560729         1        12        22      133.4602219924      169.0594404879      234.7352934804
       29.6173278893     5629.2498117968         1         4        12      129.8461574701      168.8279052639      243.9715025785
       31.4360672596     5630.8771642923         1         4        13      119.6233497693      182.6424126544      252.4998500246
       32.0913347062     5630.6350951152         1        17        25      127.9015512526      179.0776763217      253.1446556232
       29.8419495684     5628.3449112138         1        26        27      125.2426590679      184.7764207886      264.6259405135
       58.2855429569     5641.1400728260         1        28        25      125.8785080672      197.8786261525      277.6069372552
       17.3120690561     5634.2323964925         1        26        28      136.7273270768      166.6470846645      235.1387102868
       18.0965348312     5630.9208707453         1         1        27      133.6168725067      171.8349798632      259.7762715467
       30.1381334397     5628.0538734578         1        24         1      123.9552326757      173.6901351497      240.5568905785
       36.8300725588     5627.6080466255         1        19        25      123.6884941138      182.1412314706      265.4100610176
       20.8057290475     5631.2903072177         1        17         1      125.5142424210      179.2778749718      257.8039490230
       35.5705046344     5631.6385754779         1        14         7      135.0430430488      166.6788085571      251.2732026923
       31.4627999970     5631.0923482370         1         3        22      123.5856879328      177.3255733264      246.1649665472
       28.1885158168     5626.0705894127         1        29         9      132.8249019651      176.7617156302      244.0739880580
       15.6946943755     5634.4956311371         1        22        29      129.4771934292      175.8945363383      244.1123364222
       35.4308975537     5631.6783456043         1        30         8      126.5143859433      169.7929396812      241.7810002291
       30.5053643586     5630.6030477606         1        31        32      122.5212898637      181.4439561605      252.3424654047
       19.7268139537     5632.9644717006         1        30        31      117.4153861375      189.3984958022      257.6075538395
       35.8147468801     5630.8153813410         1        32         3      124.1384302523      179.6460400474      242.0839128455
       22.0697760115     5632.4802730063         1        10        29      131.7331461734      169.3192725163      251.4666743400
       28.1435858806     5627.3630442923         1         9        29      132.9417192745      172.5353579863      242.2180611628
       31.2651086498     5629.4892378163         1        33        16      124.5060991948      175.6469182110      237.8028601121
       25.5390087684     5634.0967971057         1        33         3      118.7814869784      188.7481003368      253.4837225891
       32.8382780011     5629.0232921524         1         1         2      118.2550265007      191.4639436631      262.6112871195
       34.5701330715     5628.8943167217         1        19         4      126.5865148619      175.3902888514      253.1355881096
       34.8342124957     5631.4269094789         1        23         3      124.8249063607      177.9776855357      246.7094611694
       34.1763901041     5631.4364638423         1        31        20      127.7007787355      178.2454447422      250.1775190822
       23.4171306253     5633.8631736720         1        32         4      136.2035514122      162.6287172463      252.7540668751
       33.4142744488     5630.2390436169         1        32        21      127.2104224377      174.7206277204      253.3576657824
       36.6618377388     5629.4830911824         1        13        25      129.4514339792      177.4106294147      251.6486428384
       33.3201843009     5628.5794484349         1        18        24      127.4642075216      176.5762428051      250.5559498899
       30.0310143620     5632.0821191443         1         2        44      118.7182806573      189.3187033934      267.0252747685
       31.5792804623     5629.9259801523         1        44        12      116.4582431250      195.3056633349      257.2161652758
       67.5324623963     5639.7521670580         1         4        16      137.6515759402      175.1053260804      263.7555913262
       23.9461063094     5632.6819180695         1         2        35      133.1614660620      167.9189321782      258.4677489278
       32.0088161203     5629.7815441931         1        35        21      117.3915098936      183.0985850396      255.4985172854
       61.9869908869     5640.6781350624         1         7        36      134.7111409241      180.1899863670      256.3122713778
       28.2427778181     5628.9394544331         1         5        36      125.1716237015      182.3772194753      259.8645130895
       37.5790033983     5627.6503002234         1        25        19      125.4117152382      182.9105568307      260.4571524441
